chapter,ref
Pāyantika 59,/polyglotta/index.php?page=record&vid=242&level=3&cid=330011
Pāyantika 60,/polyglotta/index.php?page=record&vid=242&level=3&cid=330012
Pāyantika 61,/polyglotta/index.php?page=record&vid=242&level=3&cid=330013
Pāyantika 62,/polyglotta/index.php?page=record&vid=242&level=3&cid=330014
Pāyantika 63,/polyglotta/index.php?page=record&vid=242&level=3&cid=330015
Pāyantika 64,/polyglotta/index.php?page=record&vid=242&level=3&cid=330017
Pāyantika 65,/polyglotta/index.php?page=record&vid=242&level=3&cid=330018
Pāyantika 66,/polyglotta/index.php?page=record&vid=242&level=3&cid=330019
Pāyantika 67,/polyglotta/index.php?page=record&vid=242&level=3&cid=330020
Pāyantika 68,/polyglotta/index.php?page=record&vid=242&level=3&cid=330021
Pāyantika 69,/polyglotta/index.php?page=record&vid=242&level=3&cid=330022
Pāyantika 70,/polyglotta/index.php?page=record&vid=242&level=3&cid=330023
Pāyantika 71,/polyglotta/index.php?page=record&vid=242&level=3&cid=330024
Pāyantika 72,/polyglotta/index.php?page=record&vid=242&level=3&cid=330025
Pāyantika 73,/polyglotta/index.php?page=record&vid=242&level=3&cid=330029
Pāyantika 74,/polyglotta/index.php?page=record&vid=242&level=3&cid=330030
Pāyantika 75,/polyglotta/index.php?page=record&vid=242&level=3&cid=330031
Pāyantika 76,/polyglotta/index.php?page=record&vid=242&level=3&cid=330032
Pāyantika 77,/polyglotta/index.php?page=record&vid=242&level=3&cid=330033
Pāyantika 78,/polyglotta/index.php?page=record&vid=242&level=3&cid=330034
Pāyantika 79,/polyglotta/index.php?page=record&vid=242&level=3&cid=330035
Pāyantika 80,/polyglotta/index.php?page=record&vid=242&level=3&cid=330036
Pāyantika 81,/polyglotta/index.php?page=record&vid=242&level=3&cid=330037
Pāyantika 82,/polyglotta/index.php?page=record&vid=242&level=3&cid=330038
Pāyantika 83,/polyglotta/index.php?page=record&vid=242&level=3&cid=330040
Pāyantika 84,/polyglotta/index.php?page=record&vid=242&level=3&cid=330041
Pāyantika 85,/polyglotta/index.php?page=record&vid=242&level=3&cid=330042
Pāyantika 86,/polyglotta/index.php?page=record&vid=242&level=3&cid=330043
Pāyantika 87,/polyglotta/index.php?page=record&vid=242&level=3&cid=330044
Pāyantika 88,/polyglotta/index.php?page=record&vid=242&level=3&cid=330045
Pāyantika 89,/polyglotta/index.php?page=record&vid=242&level=3&cid=330046
Pāyantika 90,/polyglotta/index.php?page=record&vid=242&level=3&cid=330047
Pāyantika 91,/polyglotta/index.php?page=record&vid=242&level=3&cid=330048
Pāyantika 92,/polyglotta/index.php?page=record&vid=242&level=3&cid=330049
Pāyantika 93,/polyglotta/index.php?page=record&vid=242&level=3&cid=330051
Pāyantika 94,/polyglotta/index.php?page=record&vid=242&level=3&cid=330052
Pāyantika 95,/polyglotta/index.php?page=record&vid=242&level=3&cid=330053
Pāyantika 96,/polyglotta/index.php?page=record&vid=242&level=3&cid=330054
Pāyantika 97,/polyglotta/index.php?page=record&vid=242&level=3&cid=330055
Pāyantika 98,/polyglotta/index.php?page=record&vid=242&level=3&cid=330056
Pāyantika 99,/polyglotta/index.php?page=record&vid=242&level=3&cid=330057
Pāyantika 100,/polyglotta/index.php?page=record&vid=242&level=3&cid=330058
Pāyantika 101,/polyglotta/index.php?page=record&vid=242&level=3&cid=330059
Pāyantika 102,/polyglotta/index.php?page=record&vid=242&level=3&cid=330060
Pāyantika 103,/polyglotta/index.php?page=record&vid=242&level=3&cid=330062
Pāyantika 104,/polyglotta/index.php?page=record&vid=242&level=3&cid=330063
Pāyantika 105,/polyglotta/index.php?page=record&vid=242&level=3&cid=330064
Pāyantika 106,/polyglotta/index.php?page=record&vid=242&level=3&cid=330065
Pāyantika 107,/polyglotta/index.php?page=record&vid=242&level=3&cid=330066
Pāyantika 108,/polyglotta/index.php?page=record&vid=242&level=3&cid=330067
Pāyantika 109,/polyglotta/index.php?page=record&vid=242&level=3&cid=330068
Pāyantika 110,/polyglotta/index.php?page=record&vid=242&level=3&cid=330069
Pāyantika 111,/polyglotta/index.php?page=record&vid=242&level=3&cid=330070
Pāyantika 112,/polyglotta/index.php?page=record&vid=242&level=3&cid=330071
Pāyantika 113,/polyglotta/index.php?page=record&vid=242&level=3&cid=330072
Pāyantika 114,/polyglotta/index.php?page=record&vid=242&level=3&cid=330074
Pāyantika 115,/polyglotta/index.php?page=record&vid=242&level=3&cid=330075
Pāyantika 116,/polyglotta/index.php?page=record&vid=242&level=3&cid=330076
Title,/polyglotta/index.php?page=record&bid=2&vid=53&entity=53&kid=53&level=1&cid=23404
Invocation,/polyglotta/index.php?page=record&bid=2&vid=53&entity=53&kid=53&level=1&cid=23405
0 Nidāna,/polyglotta/index.php?page=record&bid=2&vid=53&entity=53&kid=53&level=1&cid=23406
1. The simile of a tathāgata in a lotus,/polyglotta/index.php?page=record&bid=2&vid=53&entity=53&kid=53&level=1&cid=23420
2. The simile of honey shielded by bees,/polyglotta/index.php?page=record&bid=2&vid=53&entity=53&kid=53&level=1&cid=23425
3. The simile of kernels enclosed by husks,/polyglotta/index.php?page=record&bid=2&vid=53&entity=53&kid=53&level=1&cid=23430
4. The simile of a gold nugget in excrement,/polyglotta/index.php?page=record&bid=2&vid=53&entity=53&kid=53&level=1&cid=23435
5. The simile of a hidden treasure beneath the house of some poor person,/polyglotta/index.php?page=record&bid=2&vid=53&entity=53&kid=53&level=1&cid=23440
6. The simile of a sprout in the seed,/polyglotta/index.php?page=record&bid=2&vid=53&entity=53&kid=53&level=1&cid=23445
7. The simile of a tathāgata image wrapped in rotten rags,/polyglotta/index.php?page=record&bid=2&vid=53&entity=53&kid=53&level=1&cid=23450
"8. The simile of the future universal emperor in the womb of a poor, depressed woman",/polyglotta/index.php?page=record&bid=2&vid=53&entity=53&kid=53&level=1&cid=23455
9. The simile of golden figures within burned clay molds,/polyglotta/index.php?page=record&bid=2&vid=53&entity=53&kid=53&level=1&cid=23460
10. Merit from propagating the TGS,/polyglotta/index.php?page=record&bid=2&vid=53&entity=53&kid=53&level=1&cid=23465
11. The story of *Sadāpramuktaraśmi and *Anantaraśmi,/polyglotta/index.php?page=record&bid=2&vid=53&entity=53&kid=53&level=1&cid=23471
12. Ānanda questions the Buddha about the length of time till perfection,/polyglotta/index.php?page=record&bid=2&vid=53&entity=53&kid=53&level=1&cid=23482
13. Colophon,/polyglotta/index.php?page=record&bid=2&vid=53&entity=53&kid=53&level=1&cid=23488
Pāyantika 117,/polyglotta/index.php?page=record&vid=242&level=3&cid=330077
Pāyantika 118,/polyglotta/index.php?page=record&vid=242&level=3&cid=330078
Pāyantika 119,/polyglotta/index.php?page=record&vid=242&level=3&cid=330079
Pāyantika 120,/polyglotta/index.php?page=record&vid=242&level=3&cid=330080
Pāyantika 121,/polyglotta/index.php?page=record&vid=242&level=3&cid=330081
Pāyantika 122,/polyglotta/index.php?page=record&vid=242&level=3&cid=330082
Pāyantika 123,/polyglotta/index.php?page=record&vid=242&level=3&cid=330084
Pāyantika 124,/polyglotta/index.php?page=record&vid=242&level=3&cid=330085
Pāyantika 125,/polyglotta/index.php?page=record&vid=242&level=3&cid=330086
Pāyantika 126,/polyglotta/index.php?page=record&vid=242&level=3&cid=330087
Pāyantika 127,/polyglotta/index.php?page=record&vid=242&level=3&cid=330088
Pāyantika 128,/polyglotta/index.php?page=record&vid=242&level=3&cid=330089
Pāyantika 129,/polyglotta/index.php?page=record&vid=242&level=3&cid=330090
Pāyantika 130,/polyglotta/index.php?page=record&vid=242&level=3&cid=330091
Pāyantika 131,/polyglotta/index.php?page=record&vid=242&level=3&cid=330092
Pāyantika 132,/polyglotta/index.php?page=record&vid=242&level=3&cid=330093
Pāyantika 133,/polyglotta/index.php?page=record&vid=242&level=3&cid=330095
Pāyantika 134,/polyglotta/index.php?page=record&vid=242&level=3&cid=330096
Pāyantika 135,/polyglotta/index.php?page=record&vid=242&level=3&cid=330097
Pāyantika 136,/polyglotta/index.php?page=record&vid=242&level=3&cid=330098
Pāyantika 137,/polyglotta/index.php?page=record&vid=242&level=3&cid=330099
Pāyantika 138,/polyglotta/index.php?page=record&vid=242&level=3&cid=330100
Pāyantika 139,/polyglotta/index.php?page=record&vid=242&level=3&cid=330101
Pāyantika 140,/polyglotta/index.php?page=record&vid=242&level=3&cid=330102
Pāyantika 141,/polyglotta/index.php?page=record&vid=242&level=3&cid=330103
Pāyantika 142,/polyglotta/index.php?page=record&vid=242&level=3&cid=330105
Pāyantika 143,/polyglotta/index.php?page=record&vid=242&level=3&cid=330106
Pāyantika 144,/polyglotta/index.php?page=record&vid=242&level=3&cid=330107
Title,/polyglotta/index.php?page=record&bid=2&vid=73&entity=73&kid=73&level=1&cid=122877
§1,/polyglotta/index.php?page=record&bid=2&vid=73&entity=73&kid=73&level=1&cid=122878
§2,/polyglotta/index.php?page=record&bid=2&vid=73&entity=73&kid=73&level=1&cid=122879
§3,/polyglotta/index.php?page=record&bid=2&vid=73&entity=73&kid=73&level=1&cid=122900
§4,/polyglotta/index.php?page=record&bid=2&vid=73&entity=73&kid=73&level=1&cid=122901
§5,/polyglotta/index.php?page=record&bid=2&vid=73&entity=73&kid=73&level=1&cid=122946
§6,/polyglotta/index.php?page=record&bid=2&vid=73&entity=73&kid=73&level=1&cid=122947
§7,/polyglotta/index.php?page=record&bid=2&vid=73&entity=73&kid=73&level=1&cid=122948
Pāyantika 145,/polyglotta/index.php?page=record&vid=242&level=3&cid=330108
Pāyantika 146,/polyglotta/index.php?page=record&vid=242&level=3&cid=330109
Pāyantika 147,/polyglotta/index.php?page=record&vid=242&level=3&cid=330110
Pāyantika 148,/polyglotta/index.php?page=record&vid=242&level=3&cid=330111
Pāyantika 149,/polyglotta/index.php?page=record&vid=242&level=3&cid=330112
Pāyantika 150,/polyglotta/index.php?page=record&vid=242&level=3&cid=330113
Pāyantika 151,/polyglotta/index.php?page=record&vid=242&level=3&cid=330114
§8,/polyglotta/index.php?page=record&bid=2&vid=73&entity=73&kid=73&level=1&cid=122950
§9,javascript:;
"§9,i",/polyglotta/index.php?page=record&bid=2&vid=73&entity=73&kid=73&level=2&cid=122951
"§9,ii",/polyglotta/index.php?page=record&bid=2&vid=73&entity=73&kid=73&level=2&cid=122952
"§9,iii",/polyglotta/index.php?page=record&bid=2&vid=73&entity=73&kid=73&level=2&cid=122953
"§9,iv",/polyglotta/index.php?page=record&bid=2&vid=73&entity=73&kid=73&level=2&cid=122954
"§9,v",/polyglotta/index.php?page=record&bid=2&vid=73&entity=73&kid=73&level=2&cid=122955
"§9,vi: Conclusion",/polyglotta/index.php?page=record&bid=2&vid=73&entity=73&kid=73&level=2&cid=122956
§10,/polyglotta/index.php?page=record&bid=2&vid=73&entity=73&kid=73&level=1&cid=122957
§11,/polyglotta/index.php?page=record&bid=2&vid=73&entity=73&kid=73&level=1&cid=123018
§12,/polyglotta/index.php?page=record&bid=2&vid=73&entity=73&kid=73&level=1&cid=123021
§13,/polyglotta/index.php?page=record&bid=2&vid=73&entity=73&kid=73&level=1&cid=123068
Colophon,/polyglotta/index.php?page=record&bid=2&vid=73&entity=73&kid=73&level=1&cid=123069
Pāyantika 152,/polyglotta/index.php?page=record&vid=242&level=3&cid=330116
Pāyantika 153,/polyglotta/index.php?page=record&vid=242&level=3&cid=330117
Pāyantika 154,/polyglotta/index.php?page=record&vid=242&level=3&cid=330118
Pāyantika 155,/polyglotta/index.php?page=record&vid=242&level=3&cid=330119
Pāyantika 156,/polyglotta/index.php?page=record&vid=242&level=3&cid=330120
Pāyantika 157,/polyglotta/index.php?page=record&vid=242&level=3&cid=330121
Pāyantika 158,/polyglotta/index.php?page=record&vid=242&level=3&cid=330122
Pāyantika 159,/polyglotta/index.php?page=record&vid=242&level=3&cid=330123
Pāyantika 160,/polyglotta/index.php?page=record&vid=242&level=3&cid=330124
Pāyantika 161,/polyglotta/index.php?page=record&vid=242&level=3&cid=330125
Pāyantika 162,/polyglotta/index.php?page=record&vid=242&level=3&cid=330127
Pāyantika 163,/polyglotta/index.php?page=record&vid=242&level=3&cid=330128
Pāyantika 164,/polyglotta/index.php?page=record&vid=242&level=3&cid=330129
Pāyantika 165,/polyglotta/index.php?page=record&vid=242&level=3&cid=330130
Pāyantika 166,/polyglotta/index.php?page=record&vid=242&level=3&cid=330131
Pāyantika 167,/polyglotta/index.php?page=record&vid=242&level=3&cid=330132
Pāyantika 168,/polyglotta/index.php?page=record&vid=242&level=3&cid=330133
Pāyantika 169,/polyglotta/index.php?page=record&vid=242&level=3&cid=330134
Pāyantika 170,/polyglotta/index.php?page=record&vid=242&level=3&cid=330135
Pāyantika 171,/polyglotta/index.php?page=record&vid=242&level=3&cid=330136
Pāyantika 172,/polyglotta/index.php?page=record&vid=242&level=3&cid=330137
Pāyantika 173,/polyglotta/index.php?page=record&vid=242&level=3&cid=330139
Pāyantika 174,/polyglotta/index.php?page=record&vid=242&level=3&cid=330140
Pāyantika 175,/polyglotta/index.php?page=record&vid=242&level=3&cid=330141
Pāyantika 176,/polyglotta/index.php?page=record&vid=242&level=3&cid=330142
Pāyantika 177,/polyglotta/index.php?page=record&vid=242&level=3&cid=330143
Pāyantika 178,/polyglotta/index.php?page=record&vid=242&level=3&cid=330144
Pāyantika 179,/polyglotta/index.php?page=record&vid=242&level=3&cid=330145
Pāyantika 180,/polyglotta/index.php?page=record&vid=242&level=3&cid=330146
Pāyantika 181,/polyglotta/index.php?page=record&vid=242&level=3&cid=330147
Formula,/polyglotta/index.php?page=record&vid=242&level=3&cid=330149
Pratideśanīya,javascript:;
Piṇḍoddāna 1,/polyglotta/index.php?page=record&vid=423&level=1&cid=392012
Uddāna 2. Background for the establishemnet of the Pravāraṇākarma,/polyglotta/index.php?page=record&vid=423&level=1&cid=392013
Course of the Pravāraṇā,/polyglotta/index.php?page=record&vid=423&level=1&cid=392017
The two premisses for Pravāraṇā,/polyglotta/index.php?page=record&vid=423&level=1&cid=392029
Pravāraṇā of a sick monk,/polyglotta/index.php?page=record&vid=423&level=1&cid=392031
Three kinds of Pravāraṇā according to the number of the participants,/polyglotta/index.php?page=record&vid=423&level=1&cid=392038
Antaroddāna 3. The right moment for Pravāraṇāsthāpanā,/polyglotta/index.php?page=record&vid=423&level=1&cid=392045
Various forms of the ceremony in accordance with the numbers of repetition in the recitation of the Pravāraṇā fromula,/polyglotta/index.php?page=record&vid=423&level=1&cid=392065
Antaroddāna 4,/polyglotta/index.php?page=record&vid=423&level=1&cid=392066
Canceling the Pravāraṇā because of absence,/polyglotta/index.php?page=record&vid=423&level=1&cid=392094
Pravāraṇā only in the complete and pure congreagtion,/polyglotta/index.php?page=record&vid=423&level=1&cid=392097
Uddāna 5,/polyglotta/index.php?page=record&vid=423&level=1&cid=392101
Conditions for the just accusation (codanā) of a Bhikṣu and making the reality of the case clear,/polyglotta/index.php?page=record&vid=423&level=1&cid=392110
Uddāna 6,/polyglotta/index.php?page=record&vid=423&level=1&cid=392133
Not performing the Pravāraṇā befor all the recident monks are assembled,/polyglotta/index.php?page=record&vid=423&level=1&cid=392134
Uddāna 7,/polyglotta/index.php?page=record&vid=423&level=1&cid=392137
The cancelling of the Pravāraṇā because of disagreement,/polyglotta/index.php?page=record&vid=423&level=1&cid=392138
"The cancelling of the Pravāraṇā because of, and against, a sick monk",/polyglotta/index.php?page=record&vid=423&level=1&cid=392144
Formula,/polyglotta/index.php?page=record&vid=242&level=3&cid=330156
Śaikṣādharma,javascript:;
Śaikṣa 1,/polyglotta/index.php?page=record&vid=242&level=3&cid=330160
Śaikṣa 2,/polyglotta/index.php?page=record&vid=242&level=3&cid=330161
Śaikṣa 3,/polyglotta/index.php?page=record&vid=242&level=3&cid=330162
Śaikṣa 4,/polyglotta/index.php?page=record&vid=242&level=3&cid=330163
Śaikṣa 5,/polyglotta/index.php?page=record&vid=242&level=3&cid=330164
Śaikṣa 6,/polyglotta/index.php?page=record&vid=242&level=3&cid=330165
Śaikṣa 7,/polyglotta/index.php?page=record&vid=242&level=3&cid=330166
Śaikṣa 8,/polyglotta/index.php?page=record&vid=242&level=3&cid=330167
Śaikṣa 9,/polyglotta/index.php?page=record&vid=242&level=3&cid=330168
Śaikṣa 10,/polyglotta/index.php?page=record&vid=242&level=3&cid=330169
Śaikṣa 11,/polyglotta/index.php?page=record&vid=242&level=3&cid=330170
Śaikṣa 12,/polyglotta/index.php?page=record&vid=242&level=3&cid=330171
Śaikṣa 13,/polyglotta/index.php?page=record&vid=242&level=3&cid=330172
Four possible states of the matters when disagreement,/polyglotta/index.php?page=record&vid=423&level=1&cid=392147
Śaikṣa 14,/polyglotta/index.php?page=record&vid=242&level=3&cid=330173
Śaikṣa 15,/polyglotta/index.php?page=record&vid=242&level=3&cid=330174
Śaikṣa 16,/polyglotta/index.php?page=record&vid=242&level=3&cid=330175
Śaikṣa 17,/polyglotta/index.php?page=record&vid=242&level=3&cid=330176
Śaikṣa 18,/polyglotta/index.php?page=record&vid=242&level=3&cid=330177
Śaikṣa 19,/polyglotta/index.php?page=record&vid=242&level=3&cid=330178
Śaikṣa 20,/polyglotta/index.php?page=record&vid=242&level=3&cid=330179
Śaikṣa 21,/polyglotta/index.php?page=record&vid=242&level=3&cid=330180
Śaikṣa 22,/polyglotta/index.php?page=record&vid=242&level=3&cid=330181
Śaikṣa 23,/polyglotta/index.php?page=record&vid=242&level=3&cid=330182
Śaikṣa 24,/polyglotta/index.php?page=record&vid=242&level=3&cid=330183
Śaikṣa 25,/polyglotta/index.php?page=record&vid=242&level=3&cid=330184
Śaikṣa 26,/polyglotta/index.php?page=record&vid=242&level=3&cid=330185
Śaikṣa 27,/polyglotta/index.php?page=record&vid=242&level=3&cid=330186
Śaikṣa 28,/polyglotta/index.php?page=record&vid=242&level=3&cid=330187
Śaikṣa 29,/polyglotta/index.php?page=record&vid=242&level=3&cid=330188
Śaikṣa 30,/polyglotta/index.php?page=record&vid=242&level=3&cid=330189
Śaikṣa 31,/polyglotta/index.php?page=record&vid=242&level=3&cid=330190
Śaikṣa 32,/polyglotta/index.php?page=record&vid=242&level=3&cid=330191
Śaikṣa 33,/polyglotta/index.php?page=record&vid=242&level=3&cid=330192
Śaikṣa 34,/polyglotta/index.php?page=record&vid=242&level=3&cid=330193
Śaikṣa 35,/polyglotta/index.php?page=record&vid=242&level=3&cid=330194
Śaikṣa 36,/polyglotta/index.php?page=record&vid=242&level=3&cid=330195
Śaikṣa 37,/polyglotta/index.php?page=record&vid=242&level=3&cid=330196
Śaikṣa 38,/polyglotta/index.php?page=record&vid=242&level=3&cid=330197
Śaikṣa 39,/polyglotta/index.php?page=record&vid=242&level=3&cid=330198
Śaikṣa 40,/polyglotta/index.php?page=record&vid=242&level=3&cid=330199
Śaikṣa 41,/polyglotta/index.php?page=record&vid=242&level=3&cid=330200
Śaikṣa 42,/polyglotta/index.php?page=record&vid=242&level=3&cid=330201
Śaikṣa 43,/polyglotta/index.php?page=record&vid=242&level=3&cid=330202
Śaikṣa 44,/polyglotta/index.php?page=record&vid=242&level=3&cid=330203
Śaikṣa 45,/polyglotta/index.php?page=record&vid=242&level=3&cid=330204
Śaikṣa 46,/polyglotta/index.php?page=record&vid=242&level=3&cid=330205
Śaikṣa 47,/polyglotta/index.php?page=record&vid=242&level=3&cid=330206
Śaikṣa 48,/polyglotta/index.php?page=record&vid=242&level=3&cid=330207
Śaikṣa 49,/polyglotta/index.php?page=record&vid=242&level=3&cid=330208
Śaikṣa 50,/polyglotta/index.php?page=record&vid=242&level=3&cid=330210
Śaikṣa 51,/polyglotta/index.php?page=record&vid=242&level=3&cid=330211
Piṇḍoddāna,javascript:;
Uddāna,/polyglotta/index.php?page=record&vid=421&level=2&cid=391296
Introduction,/polyglotta/index.php?page=record&vid=421&level=1&cid=391297
Chapter I: Niṣadyā,javascript:;
"Ordering of niṣadyā, kriyā and poṣadha",/polyglotta/index.php?page=record&vid=421&level=2&cid=391309
Definition of niṣadyā,/polyglotta/index.php?page=record&vid=421&level=2&cid=391310
Place of meditation,/polyglotta/index.php?page=record&vid=421&level=2&cid=391312
Prahāṇaśālā,/polyglotta/index.php?page=record&vid=421&level=2&cid=391320
Āsana,/polyglotta/index.php?page=record&vid=421&level=2&cid=391336
Not sleeping,/polyglotta/index.php?page=record&vid=421&level=2&cid=391344
Rules for meditation,/polyglotta/index.php?page=record&vid=421&level=2&cid=391355
More meditation rooms,/polyglotta/index.php?page=record&vid=421&level=2&cid=391360
Resting,/polyglotta/index.php?page=record&vid=421&level=2&cid=391366
Prahāṇapratijāgraka,javascript:;
Śaikṣa 52,/polyglotta/index.php?page=record&vid=242&level=3&cid=330212
Śaikṣa 53,/polyglotta/index.php?page=record&vid=242&level=3&cid=330213
Śaikṣa 54,/polyglotta/index.php?page=record&vid=242&level=3&cid=330214
Śaikṣa 55,/polyglotta/index.php?page=record&vid=242&level=3&cid=330215
Śaikṣa 56,/polyglotta/index.php?page=record&vid=242&level=3&cid=330216
Śaikṣa 57,/polyglotta/index.php?page=record&vid=242&level=3&cid=330217
Śaikṣa 58,/polyglotta/index.php?page=record&vid=242&level=3&cid=330218
Śaikṣa 59,/polyglotta/index.php?page=record&vid=242&level=3&cid=330219
Śaikṣa 60,/polyglotta/index.php?page=record&vid=242&level=3&cid=330220
Śaikṣa 61,/polyglotta/index.php?page=record&vid=242&level=3&cid=330221
Śaikṣa 62,/polyglotta/index.php?page=record&vid=242&level=3&cid=330222
Śaikṣa 63,/polyglotta/index.php?page=record&vid=242&level=3&cid=330223
Śaikṣa 64,/polyglotta/index.php?page=record&vid=242&level=3&cid=330224
Śaikṣa 65,/polyglotta/index.php?page=record&vid=242&level=3&cid=330225
Śaikṣa 66,/polyglotta/index.php?page=record&vid=242&level=3&cid=330226
Śaikṣa 67,/polyglotta/index.php?page=record&vid=242&level=3&cid=330227
Śaikṣa 68,/polyglotta/index.php?page=record&vid=242&level=3&cid=330228
Śaikṣa 69,/polyglotta/index.php?page=record&vid=242&level=3&cid=330230
Śaikṣa 70,/polyglotta/index.php?page=record&vid=242&level=3&cid=330231
Śaikṣa 71,/polyglotta/index.php?page=record&vid=242&level=3&cid=330232
Śaikṣa 72,/polyglotta/index.php?page=record&vid=242&level=3&cid=330233
Śaikṣa 73,/polyglotta/index.php?page=record&vid=242&level=3&cid=330234
Śaikṣa 74,/polyglotta/index.php?page=record&vid=242&level=3&cid=330235
Śaikṣa 75,/polyglotta/index.php?page=record&vid=242&level=3&cid=330236
Śaikṣa 76,/polyglotta/index.php?page=record&vid=242&level=3&cid=330237
Śaikṣa 77,/polyglotta/index.php?page=record&vid=242&level=3&cid=330238
Qualities,/polyglotta/index.php?page=record&vid=421&level=3&cid=391368
Choice,/polyglotta/index.php?page=record&vid=421&level=3&cid=391370
Duties,/polyglotta/index.php?page=record&vid=421&level=3&cid=391376
The gong,/polyglotta/index.php?page=record&vid=421&level=2&cid=391377
After meditation,/polyglotta/index.php?page=record&vid=421&level=2&cid=391380
Tṛdaṇḍaka,/polyglotta/index.php?page=record&vid=421&level=2&cid=391381
Dakṣiṇā,/polyglotta/index.php?page=record&vid=421&level=2&cid=391384
"Prahāṇapratijāgraka, more",/polyglotta/index.php?page=record&vid=421&level=2&cid=391388
Chapter II: Kriyā and Poṣadha,javascript:;
Definition of kriyā,/polyglotta/index.php?page=record&vid=421&level=2&cid=391393
Definition of poṣadha,/polyglotta/index.php?page=record&vid=421&level=2&cid=391394
Saṃghasthavira recites,/polyglotta/index.php?page=record&vid=421&level=2&cid=391395
Poṣadhāmukha,/polyglotta/index.php?page=record&vid=421&level=2&cid=391396
Uddāna,/polyglotta/index.php?page=record&vid=421&level=2&cid=391405
Nidāna,/polyglotta/index.php?page=record&vid=421&level=2&cid=391406
Kapphiṇa,/polyglotta/index.php?page=record&vid=421&level=2&cid=391407
Mahatī Sīmā,/polyglotta/index.php?page=record&vid=421&level=2&cid=391417
Śaikṣa 78,/polyglotta/index.php?page=record&vid=242&level=3&cid=330239
Śaikṣa 79,/polyglotta/index.php?page=record&vid=242&level=3&cid=330240
Śaikṣa 80,/polyglotta/index.php?page=record&vid=242&level=3&cid=330241
Śaikṣa 81,/polyglotta/index.php?page=record&vid=242&level=3&cid=330242
Śaikṣa 82,/polyglotta/index.php?page=record&vid=242&level=3&cid=330243
Śaikṣa 83,/polyglotta/index.php?page=record&vid=242&level=3&cid=330244
Śaikṣa 84,/polyglotta/index.php?page=record&vid=242&level=3&cid=330245
Śaikṣa 85,/polyglotta/index.php?page=record&vid=242&level=3&cid=330246
Śaikṣa 86,/polyglotta/index.php?page=record&vid=242&level=3&cid=330247
Śaikṣa 87,/polyglotta/index.php?page=record&vid=242&level=3&cid=330248
Śaikṣa 88,/polyglotta/index.php?page=record&vid=242&level=3&cid=330249
Śaikṣa 89,/polyglotta/index.php?page=record&vid=242&level=3&cid=330250
Śaikṣa 90,/polyglotta/index.php?page=record&vid=242&level=3&cid=330251
Śaikṣa 91,/polyglotta/index.php?page=record&vid=242&level=3&cid=330252
Śaikṣa 92,/polyglotta/index.php?page=record&vid=242&level=3&cid=330253
Śaikṣa 93,/polyglotta/index.php?page=record&vid=242&level=3&cid=330254
Śaikṣa 94,/polyglotta/index.php?page=record&vid=242&level=3&cid=330255
Śaikṣa 95,/polyglotta/index.php?page=record&vid=242&level=3&cid=330256
Śaikṣa 96,/polyglotta/index.php?page=record&vid=242&level=3&cid=330257
Khuḍḍalikā Sīmā,/polyglotta/index.php?page=record&vid=421&level=2&cid=391433
Sāntarbahirmukhī Sīmā,/polyglotta/index.php?page=record&vid=421&level=2&cid=391454
Upālin,/polyglotta/index.php?page=record&vid=421&level=2&cid=391472
Poṣadhakarmāṇi,/polyglotta/index.php?page=record&vid=421&level=2&cid=391481
Prātimokṣasūtroddeśāḥ,/polyglotta/index.php?page=record&vid=421&level=2&cid=391482
Uddāna,/polyglotta/index.php?page=record&vid=421&level=2&cid=391483
Prātimokṣoddeśa,/polyglotta/index.php?page=record&vid=421&level=2&cid=391484
Reception of learned monks,/polyglotta/index.php?page=record&vid=421&level=2&cid=391489
Purity of a sick monk,/polyglotta/index.php?page=record&vid=421&level=2&cid=391494
"Poṣadha for few monks, purity",/polyglotta/index.php?page=record&vid=421&level=2&cid=391513
Uddāna,/polyglotta/index.php?page=record&vid=421&level=2&cid=391520
Captured by a king,/polyglotta/index.php?page=record&vid=421&level=2&cid=391521
Agreement of a sick monk,/polyglotta/index.php?page=record&vid=421&level=2&cid=391522
"Poṣadha for few monks, agreement",/polyglotta/index.php?page=record&vid=421&level=2&cid=391543
Monks spiritually hindered,/polyglotta/index.php?page=record&vid=421&level=2&cid=391548
Admission of wrongdoings,/polyglotta/index.php?page=record&vid=421&level=2&cid=391554
Uddāna,/polyglotta/index.php?page=record&vid=421&level=2&cid=391564
"Latecomers, visiting monks and the ensuing compostion of the poṣadha-assembly",javascript:;
A1-9,/polyglotta/index.php?page=record&vid=421&level=3&cid=391566
A9-18,/polyglotta/index.php?page=record&vid=421&level=3&cid=391574
A19-27,/polyglotta/index.php?page=record&vid=421&level=3&cid=391584
B1-9,/polyglotta/index.php?page=record&vid=421&level=3&cid=391593
B10-18,/polyglotta/index.php?page=record&vid=421&level=3&cid=391602
B19-27,/polyglotta/index.php?page=record&vid=421&level=3&cid=391611
Śaikṣa 97,/polyglotta/index.php?page=record&vid=242&level=3&cid=330258
Śaikṣa 98,/polyglotta/index.php?page=record&vid=242&level=3&cid=330259
Śaikṣa 99,/polyglotta/index.php?page=record&vid=242&level=3&cid=330260
Śaikṣa 101,/polyglotta/index.php?page=record&vid=242&level=3&cid=330261
Śaikṣa 102,/polyglotta/index.php?page=record&vid=242&level=3&cid=330262
Śaikṣa 103,/polyglotta/index.php?page=record&vid=242&level=3&cid=330263
